RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","167"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","168"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","169"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","170"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","171"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","172"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","173"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","174"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","175"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","176"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","177"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","178"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","179"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","180"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","181"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","182"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","183"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","184"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","185"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","186"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","187"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","188"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","189"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","190"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","191"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","192"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","193"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","194"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","195"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","196"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","197"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","198"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","199"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","200"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","201"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","202"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","203"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","204"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","205"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","206"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","207"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","208"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","209"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","210"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","211"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","212"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","213"
